module,efferent_coupling,afferent_coupling,instability
/lib/server/routers/createpdf.router.js,1,1,0.5
/lib/server/routers/auth.router.js,1,1,0.5
/lib/server/routers/attachments.router.js,2,1,0.6666666666666666
/lib/server/middleware/multer.middleware.js,1,1,0.5
/lib/server/index.js,6,1,0.8571428571428571
/lib/server/controllers/tags.controller.js,3,1,0.75
/lib/server/controllers/subsystems.controller.js,3,1,0.75
/lib/server/controllers/runs.controller.js,3,1,0.75
/lib/server/controllers/logs.controller.js,3,1,0.75
/lib/server/controllers/home.controller.js,1,1,0.5
/lib/server/controllers/flps.controller.js,3,1,0.75
/lib/server/controllers/attachments.controller.js,3,1,0.75
/lib/public/views/Tags/Tags.js,1,1,0.5
/lib/public/views/Tags/Overview/index.js,6,1,0.8571428571428571
/lib/public/views/Tags/Details/index.js,6,1,0.8571428571428571
/lib/public/views/Tags/Create/index.js,2,1,0.6666666666666666
/lib/public/views/Subsystems/Subsystems.js,1,1,0.5
/lib/public/views/Subsystems/Overview/index.js,3,1,0.75
/lib/public/views/Subsystems/Details/index.js,5,1,0.8333333333333334
/lib/public/views/Runs/Runs.js,3,1,0.75
/lib/public/views/Runs/Overview/index.js,7,1,0.875
/lib/public/views/Runs/Export/index.js,3,1,0.75
/lib/public/views/Runs/Details/index.js,8,1,0.8888888888888888
/lib/public/views/Runs/ActiveColumnsLogs/index.js,7,2,0.7777777777777778
/lib/public/views/Logs/Overview/index.js,7,1,0.875
/lib/public/views/Logs/Logs.js,3,1,0.75
/lib/public/views/Logs/Details/index.js,6,1,0.8571428571428571
/lib/public/views/Logs/Create/index.js,2,1,0.6666666666666666
/lib/public/views/Logs/ActiveColumns/index.js,7,3,0.7
/lib/public/views/Home/Overview/index.js,4,1,0.8
/lib/public/views/Flps/Overview/index.js,7,1,0.875
/lib/public/views/Flps/Flps.js,1,1,0.5
/lib/public/views/Flps/Details/index.js,5,1,0.8333333333333334
/lib/public/views/About/Overview/index.js,2,1,0.6666666666666666
/lib/public/components/Table/rows.js,1,1,0.5
/lib/public/components/Table/index.js,3,10,0.23076923076923078
/lib/public/components/Table/headers.js,2,1,0.6666666666666666
/lib/public/components/RunDetail/index.js,1,1,0.5
/lib/public/components/PostCollapsed/index.js,1,1,0.5
/lib/public/components/Post/index.js,1,1,0.5
/lib/public/components/Pagination/pageSelector.js,2,1,0.6666666666666666
/lib/public/components/Pagination/index.js,2,4,0.3333333333333333
/lib/public/components/Pagination/amountSelector.js,2,1,0.6666666666666666
/lib/public/components/NavBar/index.js,2,1,0.6666666666666666
/lib/public/components/FlpRun/index.js,1,1,0.5
/lib/public/components/Filters/RunsFilter/index.js,2,1,0.6666666666666666
/lib/public/components/Filters/LogsFilter/title.js,1,2,0.3333333333333333
/lib/public/components/Filters/LogsFilter/tags.js,2,2,0.5
/lib/public/components/Filters/LogsFilter/runs.js,1,2,0.3333333333333333
/lib/public/components/Filters/LogsFilter/index.js,1,1,0.5
/lib/public/components/Filters/LogsFilter/created.js,1,2,0.3333333333333333
/lib/public/components/Filters/LogsFilter/author.js,1,2,0.3333333333333333
/lib/public/components/Filters/FlpsFilter/index.js,2,1,0.6666666666666666
/lib/public/components/common/spinner.js,1,10,0.09090909090909091
/lib/public/components/common/errorAlert.js,1,11,0.08333333333333333
/lib/presentation/log/index.js,1,1,0.5
/lib/presentation/index.js,1,1,0.5
/lib/domain/index.js,2,21,0.08695652173913043
/lib/domain/dtos/UpdateRunTagsDto.js,2,1,0.6666666666666666
/lib/domain/dtos/UpdateFlpDto.js,2,1,0.6666666666666666
/lib/domain/dtos/StartRunDto.js,1,1,0.5
/lib/domain/dtos/PaginationDto.js,1,6,0.14285714285714285
/lib/domain/dtos/index.js,24,1,0.96
/lib/domain/dtos/GetTagDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetSubsystemDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetRunDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetLogDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetLogAttachmentDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetFlpDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetAttachmentDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetAllTagsDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetAllSubsystemsDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetAllRunsDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetAllLogsDto.js,3,1,0.75
/lib/domain/dtos/GetAllLogAttachmentsDto.js,2,1,0.6666666666666666
/lib/domain/dtos/GetAllFlpsDto.js,2,1,0.6666666666666666
/lib/domain/dtos/FileDto.js,1,2,0.3333333333333333
/lib/domain/dtos/EntityIdDto.js,1,15,0.0625
/lib/domain/dtos/EndRunDto.js,1,1,0.5
/lib/domain/dtos/CreateTagDto.js,1,1,0.5
/lib/domain/dtos/CreateSubsystemDto.js,1,1,0.5
/lib/domain/dtos/CreateLogDto.js,3,1,0.75
/lib/domain/dtos/CreateFlpDto.js,2,1,0.6666666666666666
/lib/domain/dtos/CreateAttachmentDto.js,3,1,0.75
/lib/database/utilities/TransactionHelper.js,1,1,0.5
/lib/database/utilities/QueryBuilder.js,1,1,0.5
/lib/database/utilities/index.js,2,1,0.6666666666666666
/lib/database/tables/runtags.js,1,1,0.5
/lib/database/tables/logtags.js,1,1,0.5
/lib/database/tables/logruns.js,1,1,0.5
/lib/database/tables/index.js,4,1,0.8
/lib/database/tables/flpruns.js,1,1,0.5
/lib/database/repositories/UserRepository.js,3,1,0.75
/lib/database/repositories/TagRepository.js,2,1,0.6666666666666666
/lib/database/repositories/SubsystemRepository.js,2,1,0.6666666666666666
/lib/database/repositories/RunTagsRepository.js,2,1,0.6666666666666666
/lib/database/repositories/RunRepository.js,2,1,0.6666666666666666
/lib/database/repositories/Repository.js,1,12,0.07692307692307693
/lib/database/repositories/LogTagsRepository.js,3,1,0.75
/lib/database/repositories/LogRunsRepository.js,3,1,0.75
/lib/database/repositories/LogRunNumberRepository.js,3,1,0.75
/lib/database/repositories/LogRepository.js,2,1,0.6666666666666666
/lib/database/repositories/index.js,10,1,0.9090909090909091
/lib/database/repositories/FlpRunNumberRepository.js,3,1,0.75
/lib/database/repositories/FlpRepository.js,2,1,0.6666666666666666
/lib/database/repositories/AttachmentRepository.js,3,1,0.75
/lib/database/models/user.js,1,1,0.5
/lib/database/models/tag.js,1,1,0.5
/lib/database/models/subsystem.js,1,1,0.5
/lib/database/models/run.js,1,1,0.5
/lib/database/models/log.js,1,1,0.5
/lib/database/models/index.js,8,1,0.8888888888888888
/lib/database/models/flprole.js,1,1,0.5
/lib/database/models/epnrolesession.js,1,1,0.5
/lib/database/models/attachment.js,1,1,0.5
/lib/database/index.js,10,46,0.17857142857142858
/lib/database/adapters/RunAdapter.js,1,1,0.5
/lib/database/adapters/LogAdapter.js,4,1,0.8
/lib/database/adapters/index.js,10,10,0.5
/lib/config/index.js,3,2,0.6
/lib/application.js,3,1,0.75
